,Unnamed: 0,id,Datetime,TweetId,Texto,Username,Idioma,Palavra,UserDescription,UserDescriptionRaw,FriendsCount,Status,Retweet,Quoted,toxidade,Texto-Limpo,HateSpeech,rotulagem-manual,rotulagem
1479,4042,4042,2018-10-07 16:08:00+00:00,1048968190208987136,luan é mo viadão e vem falar merda,scolares7,pt,viadao,,,258,46768,,,1,luan é mo viadão e vem falar merda,yes,,r
1480,4043,4043,2018-10-07 16:06:08+00:00,1048967720178536449,@TheSpec90 O certo é a abolição do estado mas como n tem como ent vamo de bonoro estatista viadao,twanzst,pt,viadao,Editor // Open for comissions,Editor // Open for comissions,200,1909,,,1,O certo é a abolição do estado mas como n tem como ent vamo de bonoro estatista viadao,yes,,r
1481,4044,4044,2018-10-07 15:38:32+00:00,1048960777363890176,PO- viadão de Salete tem um gêmeo mais viado ainda,AndrSalvador9,pt,viadao,S.C. River Taió ⚽🏆 Barbeiro ✂️💈@luana_silvaa7 💖,S.C. River Taió ⚽🏆 Barbeiro ✂️💈@luana_silvaa7 💖,506,8124,,,1,PO- viadão de Salete tem um gêmeo mais viado ainda,yes,,r
1482,4046,4046,2018-10-07 14:35:54+00:00,1048945014854877186,"[7/10 11:22] mamãePJL: Tem como vc atender esta ou viadao
[7/10 11:35] Yago: Kkkkk kkk me liga ué",yagolorrann,pt,viadao,RJ | 🕊️,RJ | 🕊️,876,80741,,,1,[7/10 11:22] mamãePJL: Tem como vc atender esta ou viadao [7/10 11:35] Yago: Kkkkk kkk me liga ué,yes,,r
1483,4048,4048,2018-10-07 13:37:43+00:00,1048930373739139073,"o moleque VIADÃO vai votar no salnorabo, meu deus do ceu berg",mellendj,pt,viadao,bem vinda a vida e foi isso que ela me fez,bem vinda a vida e foi isso que ela me fez,691,101846,,,0,"o moleque VIADÃO vai votar no salnorabo, meu deus do ceu berg",yes,,r
1484,4054,4054,2018-10-07 12:51:14+00:00,1048918675456217089,"[7/10 09:47] Niel♡: Mana mais tarde passamos ai
[7/10 09:47] Niel♡: Que fogo no cu eh esse poc
[7/10 09:47] Viadão♡: Poc
[7/10 09:47] Anderson: Poc
[7/10 09:47] Lc mais brabo: Poc

poc o cu de vocês arrombados",driguestau,pt,viadao,tudo novo de novo @tauhanyg,tudo novo de novo @tauhanyg,647,78896,,,1,[7/10 09:47] Niel♡: Mana mais tarde passamos ai [7/10 09:47] Niel♡: Que fogo no cu eh esse poc [7/10 09:47] Viadão♡: Poc [7/10 09:47] Anderson: Poc [7/10 09:47] Lc mais brabo: Poc poc o cu de vocês arrombados,yes,,r
1485,4056,4056,2018-10-07 11:56:05+00:00,1048904793358573569,@xrysxntxs Viadao p crl,kaduzinho_7,pt,viadao,só ódio!,só ódio!,161,4234,,,1,Viadao p crl,yes,,r
1486,4057,4057,2018-10-07 11:51:27+00:00,1048903628776509440,Gostei de um vídeo @YouTube https://t.co/YbIUu3CjZj - Chris bugado vira um Viadão Bundão,JuniorHerege,pt,viadao,"MIDGAPONLy

vi One Piece 2 Vezes

to pogger🫵😎","MIDGAPONLy

vi One Piece 2 Vezes

to pogger🫵😎",349,1905,,,1,Gostei de um vídeo - Chris bugado vira um Viadão Bundão,yes,,r
1487,4059,4059,2018-10-07 11:02:48+00:00,1048891385162731520,"eu : mds vou acordar 12h, to trebada
minha mente: SE FODE AI ACORDA CEDO NGM MANDO BEBE VIADAO",arcontehydro,pt,viadao,"escritora, compositora, cozinheira, bruxa","escritora, compositora, cozinheira, bruxa",225,35426,,,0,"eu : mds vou acordar 12h, to trebada minha mente: SE FODE AI ACORDA CEDO NGM MANDO BEBE VIADAO",yes,,r
1488,4060,4060,2018-10-07 10:41:07+00:00,1048885927429517312,@Jacaretrata coe igor vi seus tweets ontem mo viadao vc,SOSABULI,pt,viadao,"pé no chão, bandido. 🕊 @VascodaGama","pé no chão, bandido. 🕊 @VascodaGama",593,29214,,,1,coe igor vi seus tweets ontem mo viadao vc,yes,,r
1489,4061,4061,2018-10-07 08:41:36+00:00,1048855853657456642,@DADDY_VIADAO_AA Ai esse dia 🤤♥️,_random_raven,pt,viadao,"• 🇵🇹 | 🇺🇦 •
he/they •
intp • sagittarius  •
🐼 • 🌱•
#333","• 🇵🇹 | 🇺🇦 •
he/they •
intp • sagittarius  •
🐼 • 🌱•
#333",468,40251,,,0,Ai esse dia 🤤♥️,yes,,r
1490,4062,4062,2018-10-07 06:29:38+00:00,1048822639144443905,meus detector de viadao maconheiro apitou assim que entrei no seu perfil — esse detector deve ta mirado pro cu do seu pai https://t.co/Q0e5eIhAmW,romeshake,pt,viadao,,,443,50702,,,1,meus detector de viadao maconheiro apitou assim que entrei no seu perfil — esse detector deve ta mirado pro cu do seu pai,yes,,r
1491,4064,4064,2018-10-07 03:32:26+00:00,1048778047908982784,"@Aletwr2016 @crfias Hein? O q vc ta arrumando, ela é mina e se chama iasmin. Kkkkkkk, vc ta doido falando q é viadão. Kkkkkkk, acho q o viadão aqui é vc hein seu vascaino viado",luisheniquefer,pt,viadao,"São paulino, 27 anos. Xono rápido nas @, vai q vc é a próx kkkk","São paulino, 27 anos. Xono rápido nas @, vai q vc é a próx kkkk",5969,144352,,,1,"Hein? O q vc ta arrumando, ela é mina e se chama iasmin. Kkkkkkk, vc ta doido falando q é viadão. Kkkkkkk, acho q o viadão aqui é vc hein seu vascaino viado",yes,,r
1492,4070,4070,2018-10-07 02:07:27+00:00,1048756660318195713,viadao — eu não sou qualquer viadao eu sou O viadao https://t.co/vZA8i4CAjp,pjmsanity,pt,viadao,ㅤㅤㅤㅤㅤ  95’ 99’ ✦ 지민 ⭒최산 🥵                                    ㅤㅤㅤㅤㅤㅤㅤㅤfan account.ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ   ⛓️ boys appreciation ⛓️ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ,ㅤㅤㅤㅤㅤ  95’ 99’ ✦ 지민 ⭒최산 🥵                                    ㅤㅤㅤㅤㅤㅤㅤㅤfan account.ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ   ⛓️ boys appreciation ⛓️ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ,2457,14621,,,1,viadao — eu não sou qualquer viadao eu sou O viadao,yes,,r
1493,4073,4073,2018-10-07 01:36:44+00:00,1048748931864322048,"@Mateus_crf95 Se vc gosta de dar ré, ai é problema seu viadão",luisheniquefer,pt,viadao,"São paulino, 27 anos. Xono rápido nas @, vai q vc é a próx kkkk","São paulino, 27 anos. Xono rápido nas @, vai q vc é a próx kkkk",5969,144352,,,1,"Se vc gosta de dar ré, ai é problema seu viadão",yes,,r
1494,4079,4079,2018-10-07 01:10:39+00:00,1048742366981570560,"@isentaoreal @Mark_Senkd @RoseBarros__ Ou seja: ele tá pouco se ferrando se você está dando o cu para o seu namorado. Pode continuar sendo um grande viadão, cara.",Kakaido10,pt,viadao,160 caracteres é pouco para uma vida inteira.,160 caracteres é pouco para uma vida inteira.,73,2871,,,1,"Ou seja: ele tá pouco se ferrando se você está dando o cu para o seu namorado. Pode continuar sendo um grande viadão, cara.",yes,,r
1495,4081,4081,2018-10-07 00:49:35+00:00,1048737065456812032,@jaoromania @shadynbhd cara de viadao vc quis dizer,evanscomenta,pt,viadao,eu falo de tudo e falo demais.,eu falo de tudo e falo demais.,8725,216040,,,1,cara de viadao vc quis dizer,yes,,r
1496,4091,4091,2018-10-06 23:03:55+00:00,1048710472537653250,@Vinissada ih viadao do crl kkkkk,sonybelin,pt,viadao,tratar as pessoas como elas nos trata,tratar as pessoas como elas nos trata,304,18709,,,1,ih viadao do crl kkkkk,yes,,r
1497,4092,4092,2018-10-06 23:01:54+00:00,1048709967086276608,@geraldaosep @Gustavosserra Kkkkk ele gosta kkkkk esse viadão kkk,mokabrandi,pt,viadao,"#Palmeiras minha Vida é VC 💚
Deca Campeão Brasileiro 🏆
Tri Campeão da Libertadores 🤪
Pai de uma Menina 👨‍👧 
Marido da Juliana 💍","#Palmeiras minha Vida é VC 💚
Deca Campeão Brasileiro 🏆
Tri Campeão da Libertadores 🤪
Pai de uma Menina 👨‍👧 
Marido da Juliana 💍",2338,41346,,,1,Kkkkk ele gosta kkkkk esse viadão kkk,yes,,r
1498,4105,4105,2018-10-06 20:51:04+00:00,1048677038666735619,@Giihsales2 @IgorRod_09 tnc seu viadão kkkkkk,luiz_stavo,pt,viadao,,,60,1474,,,1,tnc seu viadão kkkkkk,yes,,r
1499,4106,4106,2018-10-06 20:49:04+00:00,1048676537615175682,"@fabriciomija N sou vc pra te velho, seu viadão",luisheniquefer,pt,viadao,"São paulino, 27 anos. Xono rápido nas @, vai q vc é a próx kkkk","São paulino, 27 anos. Xono rápido nas @, vai q vc é a próx kkkk",5969,144352,,,1,"N sou vc pra te velho, seu viadão",yes,,r
1500,4107,4107,2018-10-06 20:45:34+00:00,1048675656383569920,"@marcelospfcbt Toma conta do seu e do seu 17 ai,viadão",luisheniquefer,pt,viadao,"São paulino, 27 anos. Xono rápido nas @, vai q vc é a próx kkkk","São paulino, 27 anos. Xono rápido nas @, vai q vc é a próx kkkk",5969,144352,,,1,"Toma conta do seu e do seu 17 ai,viadão",yes,,r
1501,4111,4111,2018-10-06 20:12:20+00:00,1048667294426120197,""" que cê tá chorando ai sow !? deixa de ser viadão ! """,FariaHugo3,pt,viadao,só quando estiver triste idiota,só quando estiver triste idiota,1159,116951,,,1,""" que cê tá chorando ai sow !? deixa de ser viadão ! """,yes,,r
1502,4114,4114,2018-10-06 19:15:47+00:00,1048653059579101184,"@guy_machistas @rickjuliao @JessyTolkien @RuanaPedrosa @CavaleiroAfonso @PastorMalafaia @jairbolsonaro SOU VIADINHO NÃO SOU VIADÃO SEU VELHO NOJENTO, ASQUEROSO.",fesobraul,pt,viadao,ME EXPONDO E ME ARREPENDENDO,ME EXPONDO E ME ARREPENDENDO,252,8002,,,0,"SOU VIADINHO NÃO SOU VIADÃO SEU VELHO NOJENTO, ASQUEROSO.",yes,,r
1503,4117,4117,2018-10-06 18:30:26+00:00,1048641647368687617,@Araujocoutinhoo Ish kkkk viadao,BoasViilas,pt,viadao,💍,💍,760,42180,,,1,Ish kkkk viadao,yes,,r
1504,4119,4119,2018-10-06 18:13:51+00:00,1048637476288573440,"hmmmm segundo esse papel aqui deu positivo,voce é um baita dum viadão https://t.co/dfMky0ps0j",3VERYTHING_ENDS,pt,viadao,funkeiro gótico,funkeiro gótico,326,86328,,,1,"hmmmm segundo esse papel aqui deu positivo,voce é um baita dum viadão",yes,,r
1505,4120,4120,2018-10-06 17:33:32+00:00,1048627328505577472,"@rtsussi A minha, seu viadão",luisheniquefer,pt,viadao,"São paulino, 27 anos. Xono rápido nas @, vai q vc é a próx kkkk","São paulino, 27 anos. Xono rápido nas @, vai q vc é a próx kkkk",5969,144352,,,1,"A minha, seu viadão",yes,,r
1506,4134,4134,2018-10-06 13:13:51+00:00,1048561976673259521,@porquetaoserio0 KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK mó viadão essa porra,uTheLastReborn,pt,viadao,That's all folks,That's all folks,3073,14130,,,1,KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK mó viadão essa porra,yes,,r
1507,4137,4137,2018-10-06 11:53:06+00:00,1048541655945625600,@sellena_8 troca comigo bb eu também sou viadao,anjao_fd,pt,viadao,,,377,306,,,0,troca comigo bb eu também sou viadao,yes,,r
1508,4138,4138,2018-10-06 11:48:00+00:00,1048540371788206080,As vezes da vontade de socar a cara do Viadão do Martins,miikaelly_c,pt,viadao,• 04.01.19 💙 17.11 💍❤️‍🔥,• 04.01.19 💙 17.11 💍❤️‍🔥,729,193176,,,0,As vezes da vontade de socar a cara do Viadão do Martins,yes,,r
1509,4143,4143,2018-10-06 06:42:35+00:00,1048463512857718784,@dudu_marin @cirogomes Vem aqui viadao,thiaguimhf,pt,viadao,🤙,🤙,241,162709,,,1,Vem aqui viadao,yes,,r
1510,4146,4146,2018-10-06 05:46:15+00:00,1048449337066487808,"@goghvant AKSKAKSKA coitada de vc mana
Ele é gay GAYZAÇO poc viado viadao do vale e umas 10201 coisas 💞",Lovexsminki,pt,viadao,Sei la so sei que amo kim seungmin e as vezes faço umas aus flops / Fan account [♡],Sei la so sei que amo kim seungmin e as vezes faço umas aus flops / Fan account [♡],2009,15248,,,1,AKSKAKSKA coitada de vc mana Ele é gay GAYZAÇO poc viado viadao do vale e umas 10201 coisas 💞,yes,,r
1511,4149,4149,2018-10-06 04:05:10+00:00,1048423897299922944,@nameisLuska vc e viadao,euphoriadirty,pt,viadao,eu amo gato   @pqpjanss_,eu amo gato   @pqpjanss_,1178,13709,,,1,vc e viadao,yes,,r
1512,4151,4151,2018-10-06 03:56:28+00:00,1048421706887573504,"- quando eu crescer quero ser gay
- gamer? gamer é tudo de extrema direita
- ah não vai vergonha pra família
- meu sonho ser um tremendo viadão",naoculpeopedro,pt,viadao,músicas lindas depois péssimas • destruidor de conteúdo • eleito por aclamação popular o Pior Participante do Chico Barney Urgente • Radialismo/UFRJ • ele/elu,músicas lindas depois péssimas • destruidor de conteúdo • eleito por aclamação popular o Pior Participante do Chico Barney Urgente • Radialismo/UFRJ • ele/elu,776,361031,,,1,- quando eu crescer quero ser gay - gamer? gamer é tudo de extrema direita - ah não vai vergonha pra família - meu sonho ser um tremendo viadão,yes,,r
1513,4153,4153,2018-10-06 03:07:20+00:00,1048409344151306242,"@FuuckmeLj @popeyerubnegro @Gomes_Renato19 @BulletClubItal @_waldir_junior @ViniFernandesTJ @pacvplay33 @Samuel80392263 @vitu7_crf @ffellipelima_ @MorganaPimmy @Joeyroan @eeumesmx @manoney7 @gloriacampoos16 @crfvinicius_ @rektrodrigo @EduardoKaleka @luisguslive51 @fabio_poubel @santossinclair1 @FOpinando @douglas_crff @Corinthians Mentira
Tenho nojo de hétero 
Sou viadão",rod_r1beir0,pt,viadao,"021
@flamengo
com sono","021
@flamengo
com sono",636,11964,,,0,Mentira Tenho nojo de hétero Sou viadão,yes,,r
1514,4156,4156,2018-10-06 02:29:22+00:00,1048399789891768321,@joaovs77 N sou vc viadão,luisheniquefer,pt,viadao,"São paulino, 27 anos. Xono rápido nas @, vai q vc é a próx kkkk","São paulino, 27 anos. Xono rápido nas @, vai q vc é a próx kkkk",5969,144352,,,1,N sou vc viadão,yes,,r
1515,4160,4160,2018-10-06 01:52:46+00:00,1048390578013163520,Viadao do Pablo deu para traz 😪,vulgopiloto62,pt,viadao,"Lara Hellena 👶😍❤️

Solteiro : Wpp: 99211_1253","Lara Hellena 👶😍❤️

Solteiro : Wpp: 99211_1253",455,1273,,,0,Viadao do Pablo deu para traz 😪,yes,,r
1516,4164,4164,2018-10-06 00:25:27+00:00,1048368605476401153,@giomotta_ ta me stalkeando né seu viadao,lucas6bs,pt,viadao,,,280,23792,,,1,ta me stalkeando né seu viadao,yes,,r
1517,4169,4169,2018-10-07 23:58:58+00:00,1049086716068487168,"@Lucasvdias vai pra merda, viadinho",jesssialves_,pt,viadinho,Enfermagem 👩🏽‍⚕️/ @fluminensefc,Enfermagem 👩🏽‍⚕️/ @fluminensefc,325,6281,,,1,"vai pra merda, viadinho",yes,,r
1518,4171,4171,2018-10-07 23:57:54+00:00,1049086444483096576,"@xandyn777 @thierryfr7 Kkkkkkjkkkkk viadinho, vc e viadinho",sobrepekly,pt,viadinho,💚 @fluminense,💚 @fluminense,547,11845,,,1,"Kkkkkkjkkkkk viadinho, vc e viadinho",yes,,r
1519,4175,4175,2018-10-07 23:53:35+00:00,1049085358422593537,@Davidmiller290 Vc apoia que bate em mulher é chama pessoas de viadinho?,nandesferr,pt,viadinho,Essa pessoa está no mundo pela zoeira,Essa pessoa está no mundo pela zoeira,88,2442,,,1,Vc apoia que bate em mulher é chama pessoas de viadinho?,yes,,r
1520,4176,4176,2018-10-07 23:51:51+00:00,1049084925327147010,"Bom gente estou batendo boca com os vizinhos e talvez tenha gritado “como teu cu e o do froxo do teu marido” pruma mulher q me chamou de viadinho, me desculpem se fui misogino",allfaice,pt,viadinho,what do you say to taking chances?,what do you say to taking chances?,446,15087,,,1,"Bom gente estou batendo boca com os vizinhos e talvez tenha gritado “como teu cu e o do froxo do teu marido” pruma mulher q me chamou de viadinho, me desculpem se fui misogino",yes,,r
1521,4178,4178,2018-10-07 23:51:38+00:00,1049084869924610048,"@opedrocaruso @pedrotorresbsb Nmrl ,esse Pedro Caruso é um viadinho , da cu , pqp ! Mlk mimado",GabrielQuill17,pt,viadinho,"@Flamengo 


📷 Instagram: Gabrielquill /





Brasil Acima de Tudo, Deus Acima de Todos !","@Flamengo 


📷 Instagram: Gabrielquill /





Brasil Acima de Tudo, Deus Acima de Todos !",121,512,,,1,"Nmrl ,esse Pedro Caruso é um viadinho , da cu , pqp ! Mlk mimado",yes,,r
1522,4179,4179,2018-10-07 23:45:43+00:00,1049083380405555200,@najabuterx tchau viadinho vai caçar bueiro,dojacolucci,pt,viadinho,,,996,30171,,,1,tchau viadinho vai caçar bueiro,yes,,r
1523,4180,4180,2018-10-07 23:42:48+00:00,1049082645529989121,agora que o porte de arma tá liberado é um machista olhar pra pra mim eu TIRO um cara chamar meu amigo de viadinho TIRO puxou meu cabelo na balada TIRO TIRO TIRO,biamorgaado,pt,viadinho,Eu sou magra eu posso,Eu sou magra eu posso,222,93261,,,1,agora que o porte de arma tá liberado é um machista olhar pra pra mim eu TIRO um cara chamar meu amigo de viadinho TIRO puxou meu cabelo na balada TIRO TIRO TIRO,yes,,r
1524,4181,4181,2018-10-07 23:42:31+00:00,1049082575950696448,"@Nat_Assis_ Ser viadinho aqui não significa ser gay e sim não ser homem não ter vergonha na cara, o CARA é um POSTE um POSTE poha, se foder rapaz",JJSimpsonBR,pt,viadinho,"Apenas um torcedor do @ecbahia 
❤💙🤍","Apenas um torcedor do @ecbahia 
❤💙🤍",739,18136,,,1,"Ser viadinho aqui não significa ser gay e sim não ser homem não ter vergonha na cara, o CARA é um POSTE um POSTE poha, se foder rapaz",yes,,r
1525,4184,4184,2018-10-07 23:38:24+00:00,1049081540699992065,Sajanka é um viadinho lindo da porta né,eitaloucao,pt,viadinho,por puro tédio,por puro tédio,391,54498,,,1,Sajanka é um viadinho lindo da porta né,yes,,r
1526,4190,4190,2018-10-07 23:19:25+00:00,1049076759482785792,"""vou socar sua cara o viadinho""",surtada_bjs,pt,viadinho,"eu não sei o que deus tem preparado pra mim, mas sei que é perfeito, assim como tudo que ele faz! ✨ • @cabelinhomc❤️ • hulk ❤🐶 • 🤰❤","eu não sei o que deus tem preparado pra mim, mas sei que é perfeito, assim como tudo que ele faz! ✨ • @cabelinhomc❤️ • hulk ❤🐶 • 🤰❤",405,58294,,,1,"""vou socar sua cara o viadinho""",yes,,r
1527,4191,4191,2018-10-07 23:19:12+00:00,1049076708098367489,"Ou no 9 ano, quando vc finalmente consegue se aceitar como é e decide contar pra melhor amiga, e acorda no outro dia com metade da escola sabendo q vc é um ""viadinho""",lenizio,pt,viadinho,"Perspicaz, Letras UTFPR, pai do Benjamin (capa) redator e professor nas horas vagas. Ele / Dele ☭","Perspicaz, Letras UTFPR, pai do Benjamin (capa) redator e professor nas horas vagas. Ele / Dele ☭",967,74920,,,1,"Ou no 9 ano, quando vc finalmente consegue se aceitar como é e decide contar pra melhor amiga, e acorda no outro dia com metade da escola sabendo q vc é um ""viadinho""",yes,,r
1528,4198,4198,2018-10-07 23:11:43+00:00,1049074823090135042,@Jonathaan55 Viadinho do crl,GuilhermeTarta,pt,viadinho,"E hoje aqui sentado, achando mais que hilário, respiro um ar solitário e o surto vem…","E hoje aqui sentado, achando mais que hilário, respiro um ar solitário e o surto vem…",468,10647,,,1,Viadinho do crl,yes,,r
1529,4199,4199,2018-10-07 23:10:20+00:00,1049074473847152641,"@monteiro7z é um viadinho mrm, nem da medo essa porra",Tjfitalo,pt,viadinho,"Pai, eternamente vou te amar.❤️ 🌹

#GarotosDoNinho♥️✝️                                     


 FOGO NOS RACISTAS ✊🏿🔥","Pai, eternamente vou te amar.❤️ 🌹

#GarotosDoNinho♥️✝️                                     


 FOGO NOS RACISTAS ✊🏿🔥",711,57793,,,1,"é um viadinho mrm, nem da medo essa porra",yes,,r
1530,4208,4208,2018-10-07 22:57:07+00:00,1049071148091297792,@kaiqwue Vai viadinho some do sudoeste,Gabriel_LL1728,pt,viadinho,"Engenharia por amor e ódio.
@llessank 💜","Engenharia por amor e ódio.
@llessank 💜",300,3805,,,1,Vai viadinho some do sudoeste,yes,,r
1531,4209,4209,2018-10-07 22:56:47+00:00,1049071067569041411,@moonhyve cala a boca viadinho #bolsonabo #hetera #deus #patria #donadecasa,xlr_oito,pt,viadinho,team skull grunt,team skull grunt,393,37971,,,1,cala a boca viadinho #bolsonabo #hetera #deus #patria #donadecasa,yes,,r
1532,4212,4212,2018-10-07 22:55:20+00:00,1049070699757879298,"""agora vai acabar com esses viadinho porraaa"" 
meu tio sobre a apuração das eleições  

MAS Q PORRA ESSE FILHO DA PUTA MEU DEUS DO CÉU Q DISGRAÇAAAAAAA E PENSAR QUE EU CONSIDERAVA ELE COMO UM PAI PRA MIM QUE VONTADE DE CHORAR SOCORRO",Personany2,pt,viadinho,n sou tuitera desculpa decepciona,n sou tuitera desculpa decepciona,205,1278,,,1,"""agora vai acabar com esses viadinho porraaa"" meu tio sobre a apuração das eleições MAS Q PORRA ESSE FILHO DA PUTA MEU DEUS DO CÉU Q DISGRAÇAAAAAAA E PENSAR QUE EU CONSIDERAVA ELE COMO UM PAI PRA MIM QUE VONTADE DE CHORAR SOCORRO",yes,,r
1533,4213,4213,2018-10-07 22:54:50+00:00,1049070573232574465,"@EduardoBR115 @1997fev aí Bruno, maior viadinho “ atura ou surta “ kkkkkkkkkkkkkkkkkkkkkkkkkk",caslusousa,pt,viadinho,@Flamengo 🔴⚫️,@Flamengo 🔴⚫️,436,19330,,,1,"aí Bruno, maior viadinho “ atura ou surta “ kkkkkkkkkkkkkkkkkkkkkkkkkk",yes,,r
1534,4218,4218,2018-10-07 22:45:29+00:00,1049068221532393473,@R_Cardoso027 Essa sua argola tá muito larga já viadinho,Vincius03564039,pt,viadinho,,,191,45,,,1,Essa sua argola tá muito larga já viadinho,yes,,r
1535,4223,4223,2018-10-07 22:39:17+00:00,1049066659812659200,o brasileiro que votou no bostanaro é viadinho pois gosta de tomar no cu,ancalagxn,pt,viadinho,my head is a room and the room's full of broken glass,my head is a room and the room's full of broken glass,302,114794,,,1,o brasileiro que votou no bostanaro é viadinho pois gosta de tomar no cu,yes,,r
1536,4234,4234,2018-10-07 22:20:51+00:00,1049062022493753344,"@_bi3I fdp é o caralho, seu viadinho",Art1AM,pt,viadinho,vsco.co/arthuralbl,https://t.co/PYRbriMzdK,661,18698,,,1,"fdp é o caralho, seu viadinho",yes,,r
1537,4235,4235,2018-10-07 22:20:48+00:00,1049062012209307650,@odiodobem2 ui....chupa viadinho,sandro_nanda,pt,viadinho,"Um Rubro Negro, nascido no sul do Brasil, apreciador d churrasco, cerveja e Flamengo e anti esquerda suja comuna! Sócio Torcedor uhuuu","Um Rubro Negro, nascido no sul do Brasil, apreciador d churrasco, cerveja e Flamengo e anti esquerda suja comuna! Sócio Torcedor uhuuu",567,28812,,,1,ui....chupa viadinho,yes,,r
1538,4236,4236,2018-10-07 22:20:44+00:00,1049061992546361344,@Heleou pau no seu cu viadinho,imhelyan,pt,viadinho,"21 anos, drag queen @anyvolazi, designer gráfico, muito katycat sim, canceriano do bem, surtos, choros, risadas e piadas...","21 anos, drag queen @anyvolazi, designer gráfico, muito katycat sim, canceriano do bem, surtos, choros, risadas e piadas...",827,85940,,,1,pau no seu cu viadinho,yes,,r
1539,4240,4240,2018-10-07 22:14:28+00:00,1049060417195204608,"Ciro Gomes é um viadinho com areia no C#
E digo mais 
É um capitãozinho do mato q toma Rivotril.",silvamazinho1,pt,viadinho,"99% Fluminense 1% Eu.
Edc física 👨‍🎓. sócio torcedor do @FluminenseFc 🇭🇺","99% Fluminense 1% Eu.
Edc física 👨‍🎓. sócio torcedor do @FluminenseFc 🇭🇺",683,31951,,,1,Ciro Gomes é um viadinho com areia no C# E digo mais É um capitãozinho do mato q toma Rivotril.,yes,,r
1540,4241,4241,2018-10-07 22:12:13+00:00,1049059849043103744,"A minha mãe vai votar no bolsonaro
Ela acaba de declarar isso
Ela vai votar no homem que acha que pessoas como eu merecem porrada pra ""não virar viadinho""

Ela vai votar no bolsonaro pq ela não suporta o pt
Ela e mais da metade do resto do país 

Eu perdi minhas esperanças",roedorminhoco,pt,viadinho,saúde mental negligenciada,saúde mental negligenciada,41,14631,,,1,"A minha mãe vai votar no bolsonaro Ela acaba de declarar isso Ela vai votar no homem que acha que pessoas como eu merecem porrada pra ""não virar viadinho"" Ela vai votar no bolsonaro pq ela não suporta o pt Ela e mais da metade do resto do país Eu perdi minhas esperanças",yes,,r
1541,4242,4242,2018-10-07 22:10:33+00:00,1049059428882964480,"Eu to avisando primeiro ""viadinho"" que escutar de hetero babaca vai tomar um tiro no cu",marowakh,pt,viadinho,Horrível mas fiz o que pude,Horrível mas fiz o que pude,1163,29564,,,1,"Eu to avisando primeiro ""viadinho"" que escutar de hetero babaca vai tomar um tiro no cu",yes,,r
1542,4244,4244,2018-10-07 22:06:46+00:00,1049058479959416834,@dellliane kkkkkkkkkkkkkkk viadinho q se paga de hetero opressor aqui não,pedroszzza,pt,viadinho,,,474,87158,,,1,kkkkkkkkkkkkkkk viadinho q se paga de hetero opressor aqui não,yes,,r
1543,4245,4245,2018-10-07 22:04:42+00:00,1049057959605616640,bolsonaro vai conseguir ganhar viadinho kkkkk,_Fernandafla,pt,viadinho,RRN✊🏾 | 🧑🏽‍🚒❤️‍🔥,RRN✊🏾 | 🧑🏽‍🚒❤️‍🔥,773,18843,,,1,bolsonaro vai conseguir ganhar viadinho kkkkk,yes,,r
1544,4254,4254,2018-10-07 21:46:56+00:00,1049053485558370304,"@BetoRicha parece um viadinho no meio do trigo, se aposenta cara.",mastervieira,pt,viadinho,"Analista programador de sistemas, trader, empreendedor, interessado em contatos profissionais.","Analista programador de sistemas, trader, empreendedor, interessado em contatos profissionais.",82,165,,,1,"parece um viadinho no meio do trigo, se aposenta cara.",yes,,r
1545,4258,4258,2018-10-07 21:43:56+00:00,1049052732831752199,"Um orgulho meu estado me deu, como alguns eleitores do Magno Malta chamam o Fabiano Contarato de ""Viadinho"", o ""Viadinho"" vai pro senado seus otários",Noosajureves,pt,viadinho,"Flamengo 🙅🏻‍♀️
Vix 🏝️
Gelinho ❄️
 🏳️‍🌈
🎃","Flamengo 🙅🏻‍♀️
Vix 🏝️
Gelinho ❄️
 🏳️‍🌈
🎃",632,27411,,,1,"Um orgulho meu estado me deu, como alguns eleitores do Magno Malta chamam o Fabiano Contarato de ""Viadinho"", o ""Viadinho"" vai pro senado seus otários",yes,,r
1546,4260,4260,2018-10-07 21:43:08+00:00,1049052532830621698,O viadinho votando com a arma vai se fuder ...,ValtinhoMF,pt,viadinho,Divulgador na ForMusic. EU sou aquele que você quer ser!  People Will See Me And Cry. Se eu era péssimo em 2009 imagina agora!,Divulgador na ForMusic. EU sou aquele que você quer ser!  People Will See Me And Cry. Se eu era péssimo em 2009 imagina agora!,829,362965,,,1,O viadinho votando com a arma vai se fuder ...,yes,,r
